OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,ExterQual_TA,KitchenQual_TA,SalePrice
6,1956,1956,1436,1689,1689,1,7,2,480,True,True,127500
6,1966,2002,1517,1888,1888,2,6,2,578,False,False,190000
7,1998,1999,930,956,1886,2,10,2,431,False,False,199900
6,1937,1950,780,780,1376,2,7,1,198,True,True,119500
3,1948,2002,649,679,1183,1,6,1,308,True,True,120000
6,1930,2005,813,813,813,1,5,1,270,True,False,110000
7,1975,1975,1533,1533,1533,2,5,2,576,True,False,280000
6,1996,1997,872,888,1756,2,7,2,422,False,True,204000
8,2008,2008,768,786,1590,2,6,2,676,False,False,210000
5,1976,1976,1728,1728,1728,2,8,2,560,True,True,188000
7,1973,1973,1242,1242,1242,1,6,2,528,True,True,175500
5,1916,1950,624,624,1344,1,7,3,513,True,True,98000
4,1954,1994,1364,1663,1663,1,6,2,529,True,False,256000
8,1925,1996,588,833,1666,1,7,1,228,True,False,161000
5,1950,1950,709,979,1203,1,5,1,352,True,False,110000
8,2009,2009,832,832,1935,2,8,2,552,False,True,263435
7,1936,2007,560,575,1135,1,6,2,576,False,False,155000
5,1965,1965,864,864,864,1,5,1,360,True,True,62383
6,1934,1995,715,849,1660,1,6,1,240,True,True,188700
5,1978,1978,1040,1040,1040,2,5,0,0,True,True,124000
7,2004,2004,1375,1414,1414,2,6,2,398,False,False,178740
7,1970,1970,1277,1277,1277,1,5,2,526,True,True,167000
5,1942,1995,728,888,1644,1,7,1,312,True,False,146500
8,2006,2006,1626,1634,1634,2,7,3,866,False,False,250000
6,1993,1993,832,832,1710,2,7,2,506,False,False,187000
8,1985,1985,1488,1502,1502,1,4,2,528,False,False,212000
7,1977,1977,808,1161,1969,2,8,2,534,True,True,190000
6,2005,2005,547,1072,1072,1,5,2,525,True,True,148000
8,2006,2007,1976,1976,1976,2,7,3,908,False,False,440000
8,2000,2000,1494,1652,1652,2,6,2,499,False,False,251000
5,1963,1963,970,970,970,1,5,2,624,True,True,132500
6,1997,1998,1478,1493,1493,2,7,2,508,True,False,208900
9,2006,2006,2153,2069,2643,2,9,3,694,False,False,380000
8,2007,2008,1705,1718,1718,2,7,3,826,False,False,297000
4,1937,2000,907,1131,1131,1,7,2,672,True,True,89471
9,2004,2005,1833,1850,1850,2,8,3,772,False,False,326000
9,2003,2004,1792,1792,1792,2,6,3,874,False,False,374000
7,1915,2005,910,916,1826,1,7,1,164,False,False,155000
6,1998,1998,1216,1216,1216,2,5,2,402,True,True,164000
5,1962,2001,999,999,999,1,6,1,264,True,False,132500
5,1950,2007,1113,1113,1113,1,5,1,264,False,False,147000
5,1965,1965,1073,1073,1073,1,6,2,515,True,True,156000
5,1971,1971,1484,1484,1484,2,7,2,487,True,True,175000
5,1900,1970,954,1766,2414,2,10,2,520,True,True,160000
4,1970,2002,630,630,630,1,3,1,286,True,False,86000
5,1976,1976,264,616,1304,1,4,1,336,True,True,115000
6,1941,1950,806,958,1578,1,5,1,240,True,False,133000
6,2006,2006,728,728,1456,2,8,2,429,False,True,172785
5,1960,1960,1269,1269,1269,1,6,1,308,True,True,155000
5,1938,1996,190,886,886,1,4,1,273,True,True,91300
4,1920,1950,720,720,720,1,4,0,0,True,True,34900
8,1992,1993,3200,3228,3228,3,10,2,546,False,False,430000
7,1925,1950,1026,1133,1820,2,8,1,240,True,True,184000
5,1967,2004,864,899,899,1,5,1,288,True,False,130000
5,1958,1985,912,912,912,1,5,1,297,True,True,120000
6,1973,1973,672,672,1218,1,7,1,264,True,True,113000
7,2005,2005,866,866,1768,2,7,2,603,False,False,226700
5,1965,1965,1214,1214,1214,1,6,2,461,True,True,140000
7,1959,1997,1501,1801,1801,2,6,2,484,True,True,289000
6,1974,1974,855,855,1322,2,6,2,440,True,True,147000
5,1952,1952,960,960,1960,2,10,2,400,True,True,124500
8,1993,1994,777,1065,1911,2,8,2,471,False,False,215000
6,2009,2009,1218,1218,1218,2,4,2,676,False,False,208300
7,1928,2005,689,689,1378,2,7,2,360,True,False,161000
5,1959,1959,1041,1041,1041,1,6,1,270,True,True,124500
5,1951,2000,1008,1363,1363,1,6,1,288,False,True,164900
7,2005,2006,1368,1368,1368,2,6,2,474,False,False,202665
5,1958,1958,864,864,864,1,5,2,624,True,True,129900
6,1983,1983,1084,1080,1080,1,5,2,484,True,True,134000
5,1926,1950,768,789,789,1,5,1,200,True,True,96500
10,2009,2009,2006,2020,2020,2,9,3,900,False,False,402861
6,1972,1972,689,1378,2119,2,7,2,583,True,True,158000
7,1996,1997,1264,1277,2344,2,7,3,889,False,False,265000
6,1998,1998,794,882,1796,2,7,2,546,True,True,211000
7,1926,2004,1276,1276,2080,1,9,1,282,False,False,234000
4,1900,2000,0,694,1294,2,7,0,0,True,True,106250
6,1957,1957,1244,1244,1244,1,6,1,336,True,True,150000
6,1947,1950,1004,1004,1664,2,7,2,420,True,True,159000
10,2007,2008,3138,3138,4676,3,11,3,884,False,False,184750
7,1996,1997,1379,1383,2398,2,8,3,834,False,False,315750
7,2005,2005,1257,1266,1266,2,6,2,453,False,False,176000
5,1956,2000,928,928,928,1,4,1,252,True,True,132000
9,2008,2008,1452,1476,2713,2,11,3,858,False,False,446261
4,1920,2002,528,605,605,1,5,0,0,True,True,86000
6,1957,1975,2035,2515,2515,3,9,2,484,False,True,200624
6,1988,1989,1461,1509,1509,2,5,2,600,False,False,175000
6,1920,1999,611,751,1362,2,6,2,502,True,True,128000
5,1955,2007,0,827,827,1,5,1,392,True,True,107500
1,1946,1950,0,334,334,1,2,0,0,False,False,39300
8,2004,2004,707,707,1414,2,6,2,403,False,False,178000
5,1910,1991,1117,820,1347,1,5,0,0,True,True,107500
7,1998,1999,880,880,1724,2,8,2,527,True,False,188000
4,1972,1972,864,864,864,1,5,2,576,True,True,111250
5,1968,1968,1051,1159,1159,1,7,1,336,True,True,158000
8,2001,2002,1581,1601,1601,2,6,2,670,False,False,272000
9,2006,2006,1838,1838,1838,2,8,3,765,False,False,315000
8,2000,2000,969,997,2285,2,8,3,648,False,False,248000
7,1998,1999,1650,1680,1680,2,7,2,583,False,False,213250
7,1998,1998,723,767,767,1,4,1,367,True,True,133000
7,2006,2006,654,664,1496,2,7,2,426,False,False,179665
7,1988,1988,1204,1377,2183,2,9,3,786,False,False,229000
6,1923,1950,1065,915,1635,1,6,2,440,True,True,210000
5,1970,1970,768,768,768,1,5,2,624,True,True,129500
5,1955,1995,825,825,825,1,4,2,720,True,True,125000
7,2003,2004,912,912,2094,2,8,2,615,False,False,263000
6,1977,1977,1069,1069,1069,2,4,2,440,True,True,140000
5,1957,1957,928,928,928,1,5,1,288,True,True,112500
8,2006,2006,1709,1717,1717,2,7,3,908,False,False,255500
4,1949,2003,0,1126,1126,2,5,2,520,True,False,108000
7,2003,2004,998,1006,2046,2,8,3,871,False,False,284000
5,1922,1950,993,1048,1048,1,5,1,280,True,True,113000
5,1957,1957,1092,1092,1092,1,6,1,299,True,True,141000
4,1920,1950,637,897,1336,1,7,1,570,True,True,108000
7,1996,1997,729,729,1446,2,6,2,406,True,True,175000
7,2003,2004,1374,1557,1557,2,7,2,420,False,False,234000
5,1957,1996,1392,1392,1392,1,5,2,528,True,True,121500
5,1974,1975,1389,1389,1389,1,6,2,418,True,True,170000
5,1940,1969,996,996,996,1,6,0,0,True,True,108000
6,1918,1950,1163,1163,1674,2,8,2,396,True,True,185000
7,1992,2000,1095,1166,2295,2,9,2,590,False,False,268000
6,1915,1950,806,841,1647,1,6,1,216,True,False,128000
9,2005,2007,1122,1134,2504,2,11,3,656,False,False,325000
7,2004,2004,1517,1535,1535,2,7,2,532,False,False,214000
8,1983,2009,1496,1496,2132,1,5,2,612,False,False,316600
5,1979,1979,943,943,943,1,4,2,600,True,True,135960
5,1965,1965,1728,1728,1728,2,10,2,576,True,True,142600
6,1959,1959,864,864,864,1,4,1,288,True,False,120000
7,2009,2009,846,846,1692,2,6,2,650,True,False,224500
7,2000,2000,384,774,1430,2,8,2,400,True,True,170000
5,1971,2005,372,576,1109,1,5,1,288,True,True,139000
5,1947,1950,832,832,1216,1,6,1,336,True,True,118500
7,1928,1950,861,877,1477,2,6,1,216,True,True,145000
5,1966,1966,1164,1320,1320,1,6,2,564,True,True,164500
7,2007,2007,689,703,1392,2,5,2,540,False,False,146000
5,1954,1954,1050,1050,1795,2,7,1,352,True,True,131500
6,1960,1987,1144,1429,1429,1,7,2,572,True,False,181900
8,2008,2009,2042,2042,2042,2,8,3,1390,False,False,253293
6,1990,1990,816,816,816,1,5,0,0,True,True,118500
10,1893,2000,1237,1521,2775,3,9,2,880,False,False,325000
4,1935,1995,884,989,1573,1,6,1,240,True,False,133000
8,2005,2006,1868,2028,2028,2,7,3,880,False,False,369900
6,1918,2000,816,838,838,1,5,1,275,True,False,130000
5,1982,1982,840,860,860,1,4,2,528,True,True,137000
5,1968,2003,1437,1473,1473,1,5,1,452,True,False,143000
5,1930,1960,742,779,935,1,4,1,308,True,True,79500
7,2004,2004,770,770,1582,2,6,2,520,False,False,185900
10,2008,2008,1722,1728,2296,2,10,3,842,False,False,451950
5,1982,2003,816,816,816,1,4,2,816,True,True,138000
6,2003,2003,848,848,848,1,4,2,420,False,False,140000
5,1975,1975,924,924,924,1,5,1,280,True,True,110000
8,2005,2006,1814,1826,1826,2,7,3,758,False,False,319000
6,1910,1993,684,684,1368,1,7,1,216,True,True,114504
7,2006,2007,1258,1402,1402,0,7,3,648,False,False,194201
5,1977,1977,1430,1647,1647,2,7,2,621,True,False,217500
6,1980,1980,716,716,1556,2,6,2,452,True,True,151000
8,2005,2005,1058,1058,1904,2,8,2,736,False,False,275000
6,1937,1950,780,780,1375,1,6,1,544,True,False,141000
8,1992,1992,908,927,1915,2,8,2,506,False,False,220000
7,2004,2005,600,600,1200,2,4,2,480,False,False,151000
7,2002,2002,1494,1494,1494,2,6,2,530,False,False,221000
7,1965,1990,768,1186,1986,2,7,2,486,True,True,205000
5,1996,1996,1040,1040,1040,1,6,2,576,True,False,152000
5,1948,2002,896,1112,2008,3,8,1,230,True,False,225000
8,1934,1998,965,1940,3194,2,10,2,380,True,True,359100
4,1961,1961,1029,1029,1029,1,5,1,261,True,True,118500
9,2000,2000,1440,1476,2153,2,8,3,736,False,False,313000
6,1978,1978,1032,1032,1032,2,6,2,564,True,True,148000
8,2001,2001,1299,1299,1872,2,7,2,531,False,False,261500
5,2007,2007,1120,1120,1120,1,6,0,0,True,True,147000
4,1972,1972,630,630,630,1,3,0,0,True,True,75500
6,1963,1963,936,1054,1054,1,6,2,480,True,False,137500
6,2002,2003,783,807,1509,2,7,2,393,False,False,183200
6,1954,1954,832,832,832,1,4,2,528,True,False,105500
9,2007,2007,1822,1828,1828,2,9,3,774,False,False,314813
8,2003,2003,1482,1482,2262,2,10,3,749,False,False,305000
3,1914,1950,864,864,864,1,5,0,0,True,True,67000
6,1974,1997,1522,1548,2614,2,9,2,624,True,True,240000
5,1977,1977,980,980,980,1,6,2,484,True,True,135000
6,2000,2000,756,756,1512,2,4,2,440,False,False,168500
6,1972,1972,732,1012,1790,1,8,2,484,True,True,165150
6,1962,1962,1116,1116,1116,1,5,2,440,True,True,160000
5,1960,1978,978,1422,1422,1,6,1,286,True,True,139900
6,1955,1972,1156,1520,1520,1,7,1,364,True,True,153000
5,1969,1969,1040,1040,2080,1,9,2,504,True,False,135000
6,1964,1964,1248,1350,1350,1,6,2,520,True,True,168500
5,1880,1991,636,1089,1750,1,8,1,240,True,False,124000
8,2006,2006,1554,1554,1554,2,6,2,627,False,False,209500
7,1977,1977,1386,1411,1411,2,6,2,544,True,True,82500
5,1954,2005,1056,1056,1056,1,6,1,260,True,True,139400
6,1980,1980,1056,1056,1056,0,4,2,576,True,True,144000
6,1914,1995,1440,1440,3395,2,14,0,0,False,False,200000
2,1936,1950,264,800,800,1,4,0,0,False,False,60000
5,1954,1954,811,811,1387,2,7,1,256,True,False,93000
5,1910,1950,796,796,796,1,4,0,0,True,True,85000
8,2006,2006,1520,1567,1567,2,7,3,648,False,False,264561
8,2003,2004,1518,1518,1518,1,6,2,588,False,False,274000
7,2001,2001,1057,1057,1929,2,7,2,650,False,False,226000
8,1972,1995,1952,2000,2704,2,9,2,538,False,False,345000
5,1969,1969,780,780,1620,2,7,2,462,True,True,152000
9,2009,2009,1766,1766,1766,2,7,3,478,False,False,370878
6,1971,1971,981,981,981,1,5,2,576,True,True,143250
5,1950,1950,0,1048,1048,1,7,2,420,True,True,98300
6,1953,1953,1094,1094,1094,1,5,2,495,True,True,155000
6,1966,1966,756,1051,1839,1,7,2,442,True,True,155000
4,1970,1970,630,630,630,1,3,0,0,True,True,84500
7,2007,2007,813,822,1665,2,7,2,562,False,False,205950
4,1940,1950,755,755,1510,1,7,1,296,True,True,108000
7,1996,1996,880,909,1716,2,7,2,512,False,False,191000
6,1906,1995,756,756,1469,1,7,1,216,True,True,135000
8,1995,1995,2109,2113,2113,2,7,3,839,False,False,350000
6,1971,1971,525,525,1092,1,6,1,264,True,True,88000
5,1959,2006,1053,1053,1053,1,5,1,312,False,False,145500
7,1931,2000,776,851,1502,1,6,1,270,True,True,149000
6,1948,1950,912,912,1458,1,6,1,330,True,True,97500
5,1964,1999,1486,1486,1486,1,7,2,480,True,True,167000
7,1976,1976,793,1142,1935,2,7,2,550,True,True,197900
8,1994,2005,1629,1686,2448,2,8,3,711,False,False,402000
6,1968,1968,1392,1392,1392,1,5,2,576,True,True,110000
4,1972,1972,1138,1181,1181,2,6,2,588,True,True,137500
8,2005,2006,2077,2097,2097,1,8,3,1134,False,False,423000
8,2000,2000,1406,1454,1936,2,7,2,504,False,False,230500
6,1965,1979,1021,1465,2380,2,7,2,596,True,True,129000
6,1994,1998,1408,1679,1679,2,7,2,575,True,False,193500
5,1956,1987,1188,1437,1437,1,6,2,576,True,True,168000
4,1922,1950,700,1180,1180,1,5,1,252,True,False,137500
6,2005,2005,738,738,1476,2,7,2,540,False,False,173500
6,1925,1950,672,697,1369,2,6,1,300,True,True,103600
6,1977,1977,1208,1208,1208,1,6,2,546,False,True,165000
6,1957,2004,1477,1839,1839,2,7,2,416,True,False,257500
6,1965,1965,1136,1136,1136,1,5,1,384,True,True,140000
6,1978,1978,855,855,1441,2,7,2,440,True,True,148500
4,1900,1950,1095,1095,1774,2,8,3,779,True,True,87000
5,1924,2006,768,792,792,1,5,1,240,False,False,109500
8,2008,2008,2046,2046,2046,2,7,3,834,False,False,372500
5,1961,1961,988,988,988,1,5,2,572,True,True,128500
6,1980,1980,923,923,923,2,5,1,264,True,True,143000
5,1932,2000,793,848,1520,1,6,1,281,True,True,159434
6,1996,1997,1291,1291,1291,1,6,2,431,True,False,173000
9,2002,2002,1626,1668,1668,2,7,3,702,False,False,285000
7,1998,1998,1195,1195,1839,2,7,2,486,False,True,221000
7,1984,1984,1190,1190,2090,2,6,2,577,False,False,207500
7,2007,2007,874,874,1761,3,7,2,578,False,False,227875
7,2004,2004,551,551,1102,2,4,2,480,False,False,148800
8,2007,2007,1419,1419,1419,2,7,2,567,False,False,392000
6,2005,2006,1362,1362,1362,2,6,2,460,False,False,194700
6,2004,2004,848,848,848,1,3,2,420,False,False,141000
10,1994,1995,2444,2444,4316,3,10,3,832,False,False,755000
7,1989,1990,1210,1238,2519,2,9,2,628,False,False,335000
5,1921,1968,1073,1073,1073,1,4,1,326,True,True,108480
5,1936,1950,927,1067,1539,1,5,2,576,True,True,141500
6,1987,1987,1112,1137,1137,2,5,2,551,True,False,176000
5,1921,1950,616,616,616,1,4,1,205,True,True,89000
5,1952,1952,980,1148,1148,1,6,1,308,True,True,123500
5,1965,2009,894,894,894,1,5,1,336,True,True,138500
7,2004,2004,1391,1391,1391,2,5,2,530,False,False,196000
8,2002,2002,1800,1800,1800,2,7,3,765,False,False,312500
7,1969,1969,1164,1164,1164,1,6,2,528,True,True,140000
8,2006,2006,1234,1264,2576,2,10,3,666,False,False,361919
5,1900,1996,360,1032,1812,2,8,2,672,True,False,140000
7,2004,2005,1473,1484,1484,2,7,2,606,False,False,213000
4,1930,1950,0,372,1092,2,7,0,0,False,False,55000
7,1971,2002,1643,1824,1824,2,5,2,739,True,False,302000
8,2006,2006,1324,1324,1324,2,6,2,550,False,False,254000
7,2007,2007,728,728,1456,2,8,2,400,False,False,179540
5,1966,1966,876,904,904,1,6,1,408,True,True,109900
3,1935,2003,270,729,729,1,5,0,0,False,True,52000
4,1900,1950,859,859,1178,1,7,1,384,True,True,102776
8,1988,1989,1228,1228,1228,2,5,2,472,False,False,189000
4,1970,1970,960,960,960,1,6,2,576,True,True,129000
6,1976,2005,725,725,1479,2,6,2,475,False,False,130500
6,1974,1974,1064,1350,1350,2,7,2,478,True,True,165000
7,1890,1998,718,1576,2554,1,8,2,704,True,True,159500
5,1973,2000,1176,1178,1178,1,5,2,439,True,False,157000
7,1993,1994,1311,1325,2418,2,9,3,983,False,False,341000
5,1969,1969,971,971,971,1,5,1,300,True,True,128500
8,1985,1985,1742,1742,1742,2,5,2,564,False,False,275000
6,2004,2004,848,848,848,1,3,2,420,False,False,143000
4,1970,1970,864,864,864,1,5,2,463,True,True,124500
4,1954,1972,941,997,1470,2,7,1,548,True,True,135000
9,2007,2008,1698,1698,1698,2,8,3,768,False,False,320000
4,1970,1970,864,864,864,1,5,2,660,True,False,120500
6,1988,2007,880,1680,1680,2,5,2,540,False,False,222000
7,2007,2007,1232,1232,1232,2,6,2,632,False,False,194500
5,1958,1958,1584,1776,1776,2,9,3,888,True,True,110000
4,1925,1950,780,848,1208,1,5,2,539,True,True,103000
8,1995,1996,1595,1616,1616,2,5,2,608,False,False,236500
7,2003,2003,868,1146,1146,2,6,2,438,False,False,187500
7,1998,1999,1153,1153,2031,2,8,2,541,False,False,222500
5,1961,1983,864,1144,1144,1,6,1,264,True,True,131400
5,1968,1968,948,948,948,1,6,1,300,True,True,108000
7,1914,1970,880,880,1768,1,6,2,320,True,True,163000
3,1950,1950,0,1040,1040,2,6,2,400,True,True,93500
8,2005,2005,893,901,1801,2,8,3,800,False,False,239900
5,1987,1988,1200,1200,1200,3,5,0,0,True,True,179000
7,2004,2004,864,864,1728,2,7,2,572,False,False,190000
5,1910,2002,264,768,1432,2,7,2,360,True,True,132000
6,1961,1996,912,912,912,1,5,1,288,True,False,142000
7,2000,2001,1349,1349,1349,2,6,2,539,True,True,179000
5,1963,1999,520,1464,1464,2,6,2,480,True,True,175000
8,1993,1993,1337,1337,1337,2,5,2,462,False,False,180000
8,1976,1996,1142,1175,2715,3,11,2,831,False,False,299800
7,2000,2000,952,980,2256,2,8,2,554,False,False,236000
7,1880,2003,1240,1320,2640,1,8,4,864,False,False,265979
7,1996,1996,1720,1720,1720,2,7,2,527,False,False,260400
4,1945,1950,0,1088,1529,2,9,1,240,True,True,98000
4,1910,2004,576,792,1140,1,7,0,0,True,True,96500
7,2003,2003,660,660,1320,2,6,2,400,False,False,162000
6,1997,1997,1479,1494,1494,2,6,2,576,True,False,217000
8,2005,2005,1030,1038,2098,2,8,3,878,False,False,275500
6,1969,2005,1026,1026,1026,1,5,2,440,True,False,156000
6,1999,1999,729,742,1471,2,6,2,440,True,True,172500
8,2007,2007,866,866,1768,2,7,2,578,False,False,212000
6,1978,1978,672,672,1386,2,6,2,440,True,True,158900
7,1999,1999,744,757,1501,2,6,2,440,True,True,179400
8,1995,1995,1318,1328,2531,2,9,3,752,False,False,290000
6,1959,1959,864,864,864,1,5,1,300,True,True,127500
5,1924,1950,1145,1301,1301,1,5,2,440,True,False,100000
7,2009,2009,756,764,1547,2,7,2,614,True,False,215200
8,1999,1999,1252,1268,2365,2,8,3,856,False,False,337000
8,1995,1996,1494,1494,1494,1,6,2,481,False,False,270000
9,2008,2008,1498,1506,1506,2,6,2,592,False,False,264132
7,1988,1988,980,980,1714,2,7,2,496,True,True,196500
6,1940,1985,983,983,1750,2,7,1,423,True,True,160000
7,2004,2005,1860,1836,1836,2,8,2,484,False,False,216837
8,2003,2003,1650,1690,3279,3,12,3,841,False,False,538000
5,1982,1982,858,858,858,1,5,2,576,True,True,134900
4,1951,1951,836,1220,1220,1,6,2,396,True,True,102000
6,1976,1976,1029,1117,1117,1,6,2,672,True,True,107000
5,1958,1958,912,912,912,1,5,1,275,True,True,114500
8,2006,2006,1935,1973,1973,2,9,3,895,False,False,395000
6,1998,1998,1204,1204,1204,2,5,2,412,True,True,162000
7,2005,2006,1614,1614,1614,2,7,3,865,False,False,221500
5,1974,1974,864,894,894,1,5,2,440,True,True,142500
5,1977,1977,0,2020,2020,2,10,2,630,True,True,144000
6,1977,1977,975,1004,1004,1,4,2,504,True,True,135000
7,1995,1996,1237,1253,1253,2,6,2,402,True,True,176000
6,1992,1992,761,810,1603,2,7,2,484,False,False,175900
7,2001,2002,1413,1430,1430,2,6,2,605,False,False,187100
5,1978,1978,1097,1110,1110,1,4,2,602,True,False,165500
6,1914,2001,742,742,1484,2,9,0,0,True,True,128000
6,1967,1967,1372,1342,1342,2,7,2,457,True,True,161500
5,1915,1950,686,966,1652,2,7,1,416,True,True,139000
7,2004,2004,956,956,2084,2,8,2,618,False,False,233000
4,1954,2000,901,901,901,1,4,1,281,True,True,107900
6,1966,2007,832,976,2087,2,9,2,444,True,False,187500
7,2005,2006,1145,1145,1145,2,5,2,397,False,False,160200
6,1976,1976,1029,1062,1062,1,5,2,539,True,True,146800
7,1996,1997,1117,1127,2013,2,8,2,455,False,True,269790
8,2007,2007,1496,1496,1496,2,7,2,474,False,False,225000
7,1994,1996,712,1086,1895,2,7,2,409,False,False,194500
6,1980,1981,650,888,1564,2,7,2,476,True,True,171000
6,1977,1977,660,1285,1285,1,7,2,528,True,True,143500
5,1953,1953,773,773,773,1,4,1,240,True,True,110000
9,2008,2009,1926,1966,3140,3,11,3,820,False,False,485000
5,1937,1950,731,981,1768,1,7,1,240,True,False,175000
6,1997,1997,616,616,1688,2,8,2,603,True,False,200000
4,1916,1990,1196,1196,1196,1,5,2,440,True,True,109900
7,2005,2005,728,728,1456,2,7,2,410,False,False,189000
9,2008,2009,1734,1734,2822,3,12,3,1020,False,False,582933
5,1954,1954,936,1128,1128,1,5,1,286,True,True,118000
7,2008,2008,1417,1428,1428,2,6,2,554,False,False,227680
5,1967,1967,980,980,980,2,6,1,384,True,True,135500
5,1923,2004,1324,1072,1576,1,6,2,528,True,False,223500
5,1966,1966,1024,1086,1086,1,6,2,484,True,True,159950
5,1898,1965,849,1075,2138,2,11,2,360,True,True,106000
6,1974,1999,1040,1309,1309,1,5,2,484,True,False,181000
6,2004,2004,848,848,848,1,4,2,420,False,False,144500
5,1952,1952,540,1044,1044,1,4,2,504,False,False,55993
6,1958,1958,1442,1442,1442,1,7,1,301,True,True,157900
5,1918,1950,686,686,1250,1,7,1,280,True,False,116000
7,1998,1998,1649,1661,1661,2,6,2,598,True,False,224900
5,1954,1954,1008,1008,1008,1,4,1,275,True,True,137000
8,2002,2002,1568,1689,1689,2,7,3,857,False,False,271000
6,1971,1971,1010,1052,1052,1,6,2,440,True,True,155000
7,2009,2010,1358,1358,1358,2,6,2,484,False,False,224000
7,2003,2003,798,798,1640,2,6,2,595,False,False,183000
4,1953,1953,936,936,936,1,4,2,576,False,True,93000
7,2003,2003,847,847,1733,2,7,2,433,False,False,225000
6,1940,1950,778,944,1489,2,7,1,240,True,True,139500
8,2006,2006,1489,1489,1489,2,7,2,776,False,False,232600
10,2007,2008,2078,2084,2084,2,7,3,1220,False,False,385000
5,1924,1950,784,784,784,1,5,0,0,True,False,109500
7,2001,2001,1454,1434,1434,2,6,2,527,False,False,189000
5,1967,1967,1013,1160,2126,2,7,2,538,True,True,185000
7,2005,2005,600,520,1223,2,4,2,480,False,False,147400
6,1957,1957,1392,1392,1392,1,6,2,458,True,True,166000
7,2005,2005,600,520,1200,2,4,2,480,True,False,151000
7,2003,2003,941,941,1829,2,7,2,613,False,False,237000
6,1964,1964,1516,1516,1516,1,6,2,472,True,True,167000
5,1961,1961,1144,1144,1144,1,6,2,456,True,True,139950
4,1950,1995,1067,1067,1067,2,4,2,436,True,False,128000
5,1948,1973,1559,1559,1559,1,5,2,812,True,True,153500
6,1973,1973,483,483,987,1,5,1,264,True,True,100000
5,1995,2006,1099,1099,1099,1,6,1,352,True,False,144000
5,1946,1995,768,768,1200,1,6,1,240,True,True,130500
6,1925,1950,672,810,1482,2,7,1,400,True,False,140000
5,1904,2002,650,958,1539,2,8,2,686,True,False,157500
6,1966,1966,1127,1165,1165,1,6,2,490,True,True,174900
5,1961,1961,1800,1800,1800,2,10,0,0,True,True,141000
5,1915,1950,876,876,1416,1,7,3,720,True,True,153900
5,1975,1981,1390,1701,1701,2,6,2,611,True,True,171000
7,1993,1993,740,1006,1775,2,7,2,425,False,False,213000
5,1972,1972,864,864,864,1,5,1,338,True,True,133500
6,1908,1997,907,1307,2358,3,10,2,360,True,True,240000
6,1976,1994,528,1094,1855,2,7,2,512,False,True,187000
6,2003,2003,848,848,848,1,3,2,420,False,False,131500
8,2003,2003,1273,1456,1456,2,7,2,400,False,False,215000
7,1941,1950,918,918,1646,2,7,1,240,True,True,164000
6,1964,1964,1127,1445,1445,1,7,2,645,True,True,158000
5,1955,1974,1763,1779,1779,1,6,2,454,True,True,170000
5,1962,2010,1040,1040,1040,1,6,1,260,True,True,127000
6,1978,1978,940,1026,1026,1,5,2,576,True,True,147000
6,1994,1995,702,702,1481,2,6,2,343,True,True,174000
7,1976,1976,1090,1370,1370,2,6,2,479,True,True,152000
6,1968,1984,1054,1512,2654,2,9,2,619,True,False,250000
7,1918,1998,912,912,1426,1,7,1,216,False,False,189950
5,1965,1965,1039,1039,1039,1,6,2,504,True,True,131500
6,1984,1985,1040,1097,1097,2,6,2,480,True,True,152000
5,1959,1959,1148,1148,1148,1,6,1,672,True,True,132500
7,2007,2008,1372,1372,1372,2,6,2,529,False,False,250580
5,1970,1970,1002,1002,1002,1,5,2,902,True,True,148500
8,2006,2007,1638,1646,1646,2,6,3,870,False,False,248900
4,1961,1961,1040,1120,1120,1,5,2,544,True,False,129000
5,1948,1950,0,1547,2320,2,7,2,672,True,True,169000
7,1993,1994,1050,1062,1949,2,8,2,574,False,False,236000
5,1962,1962,894,894,894,1,5,1,308,True,True,109500
6,1998,1998,804,804,1682,2,7,2,523,True,False,200500
5,1953,1996,105,910,910,1,5,2,414,False,False,116000
5,1949,1950,832,1036,1268,1,6,1,288,False,True,133000
5,1941,1950,676,676,1131,1,5,1,200,True,True,66500
8,2007,2007,1184,1184,2610,2,11,2,550,False,False,303477
4,1963,1963,1064,1040,1040,1,5,2,648,True,True,132250
9,2004,2005,1462,1462,2224,2,10,3,738,False,False,350000
5,1961,1995,1109,1155,1155,1,6,2,576,True,False,148000
5,1978,2005,864,864,864,1,6,1,336,False,True,136500
5,2005,2006,1090,1090,1090,1,5,2,450,True,True,157000
7,1990,1991,1156,1187,1717,2,7,2,400,False,False,187500
6,1992,1993,808,808,1593,2,7,2,389,True,True,178000
4,1912,1950,795,954,2230,1,10,1,440,False,True,118500
5,1967,1967,892,892,892,1,5,1,288,True,True,100000
9,1999,2000,1698,1709,1709,2,5,2,506,False,False,328900
5,1959,2005,1626,1712,1712,2,8,2,588,True,True,145000
5,1955,1955,816,872,1393,1,8,1,300,True,True,135500
8,1970,1970,2217,2217,2217,2,8,2,621,False,False,268000
6,1953,1953,1505,1505,1505,1,6,2,505,True,True,149500
5,1949,2006,672,672,924,1,6,2,576,True,True,122900
6,1978,1978,918,918,1683,2,7,2,440,True,True,172500
6,1963,2003,1059,1068,1068,1,6,1,264,True,True,154500
5,1954,1954,1383,1383,1383,1,6,1,354,True,True,165000
